season,player_id,player_name,player_url,age,team,position,games,games_started,minutes,win_shares,ws_per_48,bpm,vorp
2020-21,martike04,KJ Martin,https://www.basketball-reference.com/players/m/martike04.html,20,HOU,SF,45,8,1068,2.2,0.099,-1.8,0.0
2020-21,whitede01,Derrick White,https://www.basketball-reference.com/players/w/whitede01.html,26,SAS,SG,36,32,1064,1.9,0.085,1.3,0.9
2020-21,korkmfu01,Furkan Korkmaz,https://www.basketball-reference.com/players/k/korkmfu01.html,23,PHI,SG,55,11,1062,2.0,0.092,-0.1,0.5
2020-21,vassede01,Devin Vassell,https://www.basketball-reference.com/players/v/vassede01.html,20,SAS,SF,62,7,1056,1.5,0.069,-1.5,0.1
2020-21,wanambr01,Brad Wanamaker,https://www.basketball-reference.com/players/w/wanambr01.html,31,2TM,PG,61,0,1053,0.9,0.039,-4.0,-0.5
2020-21,wanambr01,Brad Wanamaker,https://www.basketball-reference.com/players/w/wanambr01.html,31,GSW,PG,39,0,625,0.5,0.036,-3.5,-0.2
2020-21,wanambr01,Brad Wanamaker,https://www.basketball-reference.com/players/w/wanambr01.html,31,CHO,PG,22,0,428,0.4,0.044,-4.8,-0.3
2020-21,luwawti01,Timothé Luwawu-Cabarrot,https://www.basketball-reference.com/players/l/luwawti01.html,25,BRK,SF,58,7,1050,0.3,0.015,-4.4,-0.6
2020-21,meltode01,De'Anthony Melton,https://www.basketball-reference.com/players/m/meltode01.html,22,MEM,PG,52,1,1045,2.2,0.103,2.3,1.1
2020-21,johnsja01,James Johnson,https://www.basketball-reference.com/players/j/johnsja01.html,33,2TM,PF,51,12,1043,1.2,0.055,-1.2,0.2
2020-21,johnsja01,James Johnson,https://www.basketball-reference.com/players/j/johnsja01.html,33,DAL,PF,29,1,504,0.8,0.073,0.5,0.3
2020-21,johnsja01,James Johnson,https://www.basketball-reference.com/players/j/johnsja01.html,33,NOP,PF,22,11,539,0.4,0.039,-2.7,-0.1
2020-21,favorde01,Derrick Favors,https://www.basketball-reference.com/players/f/favorde01.html,29,UTA,C,68,0,1039,5.1,0.237,2.6,1.2
2020-21,mathega01,Garrison Mathews,https://www.basketball-reference.com/players/m/mathega01.html,24,WAS,SG,64,24,1038,2.3,0.108,-1.8,0.1
2020-21,valende01,Denzel Valentine,https://www.basketball-reference.com/players/v/valende01.html,27,CHI,SG,62,3,1036,0.7,0.032,-2.7,-0.2
2020-21,ellinwa01,Wayne Ellington,https://www.basketball-reference.com/players/e/ellinwa01.html,33,DET,SG,46,31,1012,1.9,0.088,-0.2,0.5
2020-21,alexani01,Nickeil Alexander-Walker,https://www.basketball-reference.com/players/a/alexani01.html,22,NOP,SG,46,13,1007,0.7,0.035,-1.3,0.2
2020-21,johnsst04,Stanley Johnson,https://www.basketball-reference.com/players/j/johnsst04.html,24,TOR,PF,61,13,1006,1.0,0.048,-2.5,-0.1
2020-21,zelleco01,Cody Zeller,https://www.basketball-reference.com/players/z/zelleco01.html,28,CHO,C,48,21,1005,3.3,0.156,-0.5,0.4
2020-21,gasolma01,Marc Gasol,https://www.basketball-reference.com/players/g/gasolma01.html,36,LAL,C,52,42,993,2.8,0.133,2.3,1.1
2020-21,snellto01,Tony Snell,https://www.basketball-reference.com/players/s/snellto01.html,29,ATL,SG,47,23,992,2.0,0.099,-0.5,0.4
2020-21,poolejo01,Jordan Poole,https://www.basketball-reference.com/players/p/poolejo01.html,21,GSW,SG,51,7,988,1.9,0.094,-0.5,0.4
2020-21,ennisja01,James Ennis III,https://www.basketball-reference.com/players/e/ennisja01.html,30,ORL,SF,41,37,986,2.0,0.097,-2.2,-0.1
2020-21,williro04,Robert Williams,https://www.basketball-reference.com/players/w/williro04.html,23,BOS,C,52,13,985,5.3,0.258,6.0,2.0
2020-21,baynear01,Aron Baynes,https://www.basketball-reference.com/players/b/baynear01.html,34,TOR,C,53,31,980,1.0,0.049,-4.5,-0.6
2020-21,lenal01,Alex Len,https://www.basketball-reference.com/players/l/lenal01.html,27,2TM,C,64,42,979,2.7,0.133,-0.1,0.5
2020-21,lenal01,Alex Len,https://www.basketball-reference.com/players/l/lenal01.html,27,TOR,C,7,2,76,-0.1,-0.033,-4.0,0.0
2020-21,lenal01,Alex Len,https://www.basketball-reference.com/players/l/lenal01.html,27,WAS,C,57,40,903,2.8,0.147,0.2,0.5
2020-21,bembrde01,DeAndre' Bembry,https://www.basketball-reference.com/players/b/bembrde01.html,26,TOR,SF,51,12,972,1.2,0.059,-1.9,0.0
2020-21,poweldw01,Dwight Powell,https://www.basketball-reference.com/players/p/poweldw01.html,29,DAL,C,58,19,966,3.8,0.188,0.6,0.6
2020-21,hayesja02,Jaxson Hayes,https://www.basketball-reference.com/players/h/hayesja02.html,20,NOP,C,60,3,964,3.5,0.176,0.6,0.6
2020-21,ibakase01,Serge Ibaka,https://www.basketball-reference.com/players/i/ibakase01.html,31,LAC,C,41,39,955,3.0,0.15,1.4,0.8
2020-21,ojelese01,Semi Ojeleye,https://www.basketball-reference.com/players/o/ojelese01.html,26,BOS,PF,56,15,950,1.2,0.063,-2.4,-0.1
2020-21,teaguje01,Jeff Teague,https://www.basketball-reference.com/players/t/teaguje01.html,32,2TM,PG,55,7,950,1.6,0.079,-2.2,-0.1
2020-21,teaguje01,Jeff Teague,https://www.basketball-reference.com/players/t/teaguje01.html,32,BOS,PG,34,5,616,0.8,0.062,-2.7,-0.1
2020-21,teaguje01,Jeff Teague,https://www.basketball-reference.com/players/t/teaguje01.html,32,MIL,PG,21,2,334,0.8,0.11,-1.4,0.1
2020-21,hoodro01,Rodney Hood,https://www.basketball-reference.com/players/h/hoodro01.html,28,2TM,SF,55,5,942,-0.4,-0.019,-6.4,-1.0
2020-21,hoodro01,Rodney Hood,https://www.basketball-reference.com/players/h/hoodro01.html,28,POR,SF,38,5,726,-0.5,-0.034,-6.8,-0.9
2020-21,hoodro01,Rodney Hood,https://www.basketball-reference.com/players/h/hoodro01.html,28,TOR,SF,17,0,216,0.1,0.029,-4.9,-0.2
2020-21,mclaujo01,Jordan McLaughlin,https://www.basketball-reference.com/players/m/mclaujo01.html,24,MIN,PG,51,2,938,1.2,0.062,-1.7,0.1
2020-21,gibsota01,Taj Gibson,https://www.basketball-reference.com/players/g/gibsota01.html,35,NYK,C,45,3,936,3.8,0.195,1.3,0.8
2020-21,maxeyty01,Tyrese Maxey,https://www.basketball-reference.com/players/m/maxeyty01.html,20,PHI,SG,61,8,935,1.9,0.099,-1.5,0.1
2020-21,houseda01,Danuel House Jr.,https://www.basketball-reference.com/players/h/houseda01.html,27,HOU,SF,36,23,932,0.5,0.026,-3.5,-0.3
2020-21,flynnma01,Malachi Flynn,https://www.basketball-reference.com/players/f/flynnma01.html,22,TOR,PG,47,14,928,0.8,0.041,-2.6,-0.1
2020-21,smithis01,Ish Smith,https://www.basketball-reference.com/players/s/smithis01.html,32,WAS,PG,44,1,924,1.1,0.056,-1.5,0.1
2020-21,brownmo01,Moses Brown,https://www.basketball-reference.com/players/b/brownmo01.html,21,OKC,C,43,32,920,2.6,0.138,-2.4,-0.1
2020-21,burketr01,Trey Burke,https://www.basketball-reference.com/players/b/burketr01.html,28,DAL,PG,62,1,911,1.4,0.071,-1.8,0.0
2020-21,dotsoda01,Damyean Dotson,https://www.basketball-reference.com/players/d/dotsoda01.html,26,CLE,SG,46,7,907,0.0,-0.002,-4.8,-0.6
2020-21,caulewi01,Willie Cauley-Stein,https://www.basketball-reference.com/players/c/caulewi01.html,27,DAL,C,53,16,906,2.8,0.147,-1.3,0.2
2020-21,princta02,Taurean Prince,https://www.basketball-reference.com/players/p/princta02.html,26,2TM,PF,41,10,905,1.0,0.052,-1.8,0.0
2020-21,princta02,Taurean Prince,https://www.basketball-reference.com/players/p/princta02.html,26,BRK,PF,12,4,218,0.3,0.062,-2.2,0.0
2020-21,princta02,Taurean Prince,https://www.basketball-reference.com/players/p/princta02.html,26,CLE,PF,29,6,687,0.7,0.049,-1.7,0.0
2020-21,mclembe01,Ben McLemore,https://www.basketball-reference.com/players/m/mclembe01.html,27,2TM,SG,53,5,905,0.2,0.013,-3.9,-0.4
2020-21,mclembe01,Ben McLemore,https://www.basketball-reference.com/players/m/mclembe01.html,27,HOU,SG,32,4,537,-0.2,-0.019,-4.5,-0.3
2020-21,mclembe01,Ben McLemore,https://www.basketball-reference.com/players/m/mclembe01.html,27,LAL,SG,21,1,368,0.5,0.061,-3.0,-0.1
2020-21,lewiski01,Kira Lewis Jr.,https://www.basketball-reference.com/players/l/lewiski01.html,19,NOP,PG,54,0,904,0.9,0.045,-3.4,-0.3
2020-21,mcdanja01,Jalen McDaniels,https://www.basketball-reference.com/players/m/mcdanja01.html,23,CHO,SF,47,18,904,1.2,0.062,-3.2,-0.3
2020-21,hernaju01,Juancho Hernangómez,https://www.basketball-reference.com/players/h/hernaju01.html,25,MIN,PF,52,6,900,1.1,0.06,-2.9,-0.2
2020-21,hamptrj01,R.J. Hampton,https://www.basketball-reference.com/players/h/hamptrj01.html,19,2TM,SG,51,1,888,0.4,0.021,-3.8,-0.4
2020-21,hamptrj01,R.J. Hampton,https://www.basketball-reference.com/players/h/hamptrj01.html,19,DEN,SG,25,0,233,0.1,0.03,-5.3,-0.2
2020-21,hamptrj01,R.J. Hampton,https://www.basketball-reference.com/players/h/hamptrj01.html,19,ORL,SG,26,1,655,0.2,0.018,-3.3,-0.2
2020-21,nurkiju01,Jusuf Nurkić,https://www.basketball-reference.com/players/n/nurkiju01.html,26,POR,C,37,37,880,2.4,0.133,2.5,1.0
2020-21,monkma01,Malik Monk,https://www.basketball-reference.com/players/m/monkma01.html,22,CHO,SG,42,0,878,1.0,0.054,-1.8,0.0
2020-21,saricda01,Dario Šarić,https://www.basketball-reference.com/players/s/saricda01.html,26,PHO,C,50,4,871,1.7,0.093,-2.0,0.0
2020-21,doumbse01,Sekou Doumbouya,https://www.basketball-reference.com/players/d/doumbse01.html,20,DET,PF,56,11,869,-0.2,-0.012,-6.7,-1.0
2020-21,sumneed01,Edmond Sumner,https://www.basketball-reference.com/players/s/sumneed01.html,25,IND,SG,53,24,861,1.4,0.077,-2.8,-0.2
2020-21,robinmi01,Mitchell Robinson,https://www.basketball-reference.com/players/r/robinmi01.html,22,NYK,C,31,29,853,3.4,0.192,1.2,0.7
2020-21,scottmi01,Mike Scott,https://www.basketball-reference.com/players/s/scottmi01.html,32,PHI,PF,51,12,852,1.0,0.058,-2.8,-0.2
2020-21,martico01,Cody Martin,https://www.basketball-reference.com/players/m/martico01.html,25,CHO,SF,52,10,849,1.1,0.061,-2.0,0.0
2020-21,hernawi01,Willy Hernangómez,https://www.basketball-reference.com/players/h/hernawi01.html,26,NOP,C,47,12,846,2.9,0.163,0.0,0.4
2020-21,riverau01,Austin Rivers,https://www.basketball-reference.com/players/r/riverau01.html,28,2TM,SG,36,7,845,1.3,0.072,-1.9,0.0
2020-21,riverau01,Austin Rivers,https://www.basketball-reference.com/players/r/riverau01.html,28,NYK,SG,21,2,442,0.6,0.063,-2.2,0.0
2020-21,riverau01,Austin Rivers,https://www.basketball-reference.com/players/r/riverau01.html,28,DEN,SG,15,5,403,0.7,0.081,-1.7,0.0
2020-21,arizatr01,Trevor Ariza,https://www.basketball-reference.com/players/a/arizatr01.html,35,MIA,SF,30,27,841,1.6,0.091,-1.1,0.2
2020-21,randlch01,Chasson Randle,https://www.basketball-reference.com/players/r/randlch01.html,27,ORL,PG,41,5,837,0.0,-0.001,-5.9,-0.8
2020-21,wisemja01,James Wiseman,https://www.basketball-reference.com/players/w/wisemja01.html,19,GSW,C,39,27,836,0.7,0.042,-5.0,-0.6
2020-21,porteke02,Kevin Porter Jr.,https://www.basketball-reference.com/players/p/porteke02.html,20,HOU,SG,26,23,835,0.0,0.0,-3.5,-0.3
2020-21,beverpa01,Patrick Beverley,https://www.basketball-reference.com/players/b/beverpa01.html,32,LAC,PG,37,34,832,2.1,0.119,0.7,0.6
2020-21,martica02,Caleb Martin,https://www.basketball-reference.com/players/m/martica02.html,25,CHO,SF,53,3,818,0.5,0.03,-3.4,-0.3
2020-21,craigto01,Torrey Craig,https://www.basketball-reference.com/players/c/craigto01.html,30,2TM,SF,50,8,803,2.2,0.133,0.4,0.5
2020-21,craigto01,Torrey Craig,https://www.basketball-reference.com/players/c/craigto01.html,30,MIL,SF,18,0,201,0.4,0.097,-0.6,0.1
2020-21,craigto01,Torrey Craig,https://www.basketball-reference.com/players/c/craigto01.html,30,PHO,SF,32,8,602,1.8,0.145,0.8,0.4
2020-21,cartemi01,Michael Carter-Williams,https://www.basketball-reference.com/players/c/cartemi01.html,29,ORL,SG,31,25,800,-0.5,-0.028,-4.8,-0.6
2020-21,gaffoda01,Daniel Gafford,https://www.basketball-reference.com/players/g/gaffoda01.html,22,2TM,C,54,11,791,3.5,0.209,2.2,0.8
2020-21,gaffoda01,Daniel Gafford,https://www.basketball-reference.com/players/g/gaffoda01.html,22,CHI,C,31,11,383,1.5,0.182,0.2,0.2
2020-21,gaffoda01,Daniel Gafford,https://www.basketball-reference.com/players/g/gaffoda01.html,22,WAS,C,23,0,408,2.0,0.235,4.0,0.6
2020-21,gordoer01,Eric Gordon,https://www.basketball-reference.com/players/g/gordoer01.html,32,HOU,SG,27,13,789,0.8,0.048,-1.0,0.2
2020-21,jeromty01,Ty Jerome,https://www.basketball-reference.com/players/j/jeromty01.html,23,OKC,SG,33,1,788,1.3,0.079,-0.7,0.3
2020-21,horfoal01,Al Horford,https://www.basketball-reference.com/players/h/horfoal01.html,34,OKC,C,28,28,782,1.6,0.101,3.4,1.1
2020-21,leesa01,Saben Lee,https://www.basketball-reference.com/players/l/leesa01.html,21,DET,PG,48,7,781,1.5,0.091,-2.0,0.0
2020-21,harklma01,Maurice Harkless,https://www.basketball-reference.com/players/h/harklma01.html,27,2TM,SF,37,23,772,0.6,0.038,-3.7,-0.3
2020-21,harklma01,Maurice Harkless,https://www.basketball-reference.com/players/h/harklma01.html,27,MIA,SF,11,3,124,0.1,0.046,-2.8,0.0
2020-21,harklma01,Maurice Harkless,https://www.basketball-reference.com/players/h/harklma01.html,27,SAC,PF,26,20,648,0.5,0.036,-3.8,-0.3
2020-21,rondora01,Rajon Rondo,https://www.basketball-reference.com/players/r/rondora01.html,34,2TM,PG,45,3,770,1.3,0.081,-0.2,0.4
2020-21,rondora01,Rajon Rondo,https://www.basketball-reference.com/players/r/rondora01.html,34,ATL,PG,27,2,402,0.2,0.019,-2.5,0.0
2020-21,rondora01,Rajon Rondo,https://www.basketball-reference.com/players/r/rondora01.html,34,LAC,PG,18,1,368,1.1,0.148,2.3,0.4
2020-21,muldemy01,Mychal Mulder,https://www.basketball-reference.com/players/m/muldemy01.html,26,GSW,PG,60,6,766,1.2,0.075,-1.8,0.0
2020-21,lambje01,Jeremy Lamb,https://www.basketball-reference.com/players/l/lambje01.html,28,IND,SG,36,8,765,2.1,0.132,1.4,0.7
2020-21,nowelja01,Jaylen Nowell,https://www.basketball-reference.com/players/n/nowelja01.html,21,MIN,SG,42,0,759,0.7,0.044,-2.8,-0.2
2020-21,eubandr01,Drew Eubanks,https://www.basketball-reference.com/players/e/eubandr01.html,23,SAS,C,54,3,755,2.3,0.145,0.0,0.4
2020-21,reddica01,Cam Reddish,https://www.basketball-reference.com/players/r/reddica01.html,21,ATL,SF,26,21,750,0.4,0.026,-3.2,-0.2
2020-21,jacksfr01,Frank Jackson,https://www.basketball-reference.com/players/j/jacksfr01.html,22,DET,PG,40,6,738,1.2,0.076,-1.7,0.1
2020-21,achiupr01,Precious Achiuwa,https://www.basketball-reference.com/players/a/achiupr01.html,21,MIA,PF,61,4,737,1.3,0.085,-4.1,-0.4
2020-21,bambamo01,Mo Bamba,https://www.basketball-reference.com/players/b/bambamo01.html,22,ORL,C,46,5,725,1.8,0.117,0.1,0.4
2020-21,watanyu01,Yuta Watanabe,https://www.basketball-reference.com/players/w/watanyu01.html,26,TOR,SF,50,4,723,1.5,0.102,-0.7,0.2
2020-21,redicjj01,JJ Redick,https://www.basketball-reference.com/players/r/redicjj01.html,36,2TM,SG,44,0,723,0.7,0.045,-3.5,-0.3
2020-21,redicjj01,JJ Redick,https://www.basketball-reference.com/players/r/redicjj01.html,36,NOP,SG,31,0,576,0.8,0.065,-2.8,-0.1
2020-21,redicjj01,JJ Redick,https://www.basketball-reference.com/players/r/redicjj01.html,36,DAL,SG,13,0,147,-0.1,-0.031,-6.0,-0.1
2020-21,wagnemo01,Moritz Wagner,https://www.basketball-reference.com/players/w/wagnemo01.html,23,3TM,C,45,24,722,1.2,0.082,-2.6,-0.1
2020-21,wagnemo01,Moritz Wagner,https://www.basketball-reference.com/players/w/wagnemo01.html,23,WAS,C,25,13,375,1.0,0.134,-0.1,0.2
2020-21,wagnemo01,Moritz Wagner,https://www.basketball-reference.com/players/w/wagnemo01.html,23,BOS,C,9,1,61,-0.2,-0.146,-10.3,-0.1
2020-21,wagnemo01,Moritz Wagner,https://www.basketball-reference.com/players/w/wagnemo01.html,23,ORL,C,11,10,286,0.4,0.063,-4.0,-0.1
2020-21,carteje01,Jevon Carter,https://www.basketball-reference.com/players/c/carteje01.html,25,PHO,PG,60,1,717,1.6,0.104,0.5,0.5
2020-21,kaminfr01,Frank Kaminsky,https://www.basketball-reference.com/players/k/kaminfr01.html,27,PHO,C,47,13,715,2.0,0.133,1.3,0.6
2020-21,couside01,DeMarcus Cousins,https://www.basketball-reference.com/players/c/couside01.html,30,2TM,C,41,11,713,1.2,0.079,0.4,0.4
2020-21,couside01,DeMarcus Cousins,https://www.basketball-reference.com/players/c/couside01.html,30,HOU,C,25,11,506,0.7,0.062,-0.1,0.2
2020-21,couside01,DeMarcus Cousins,https://www.basketball-reference.com/players/c/couside01.html,30,LAC,C,16,0,207,0.5,0.119,1.7,0.2
2020-21,marshna01,Naji Marshall,https://www.basketball-reference.com/players/m/marshna01.html,23,NOP,SF,32,10,700,0.9,0.061,-1.3,0.1
2020-21,pascher01,Eric Paschall,https://www.basketball-reference.com/players/p/pascher01.html,24,GSW,PF,40,2,695,0.9,0.062,-2.7,-0.1
2020-21,johnsty01,Tyler Johnson,https://www.basketball-reference.com/players/j/johnsty01.html,28,BRK,SG,39,3,684,0.7,0.049,-3.4,-0.2
2020-21,bradlto01,Tony Bradley,https://www.basketball-reference.com/players/b/bradlto01.html,23,2TM,C,42,8,684,2.7,0.192,1.3,0.6
2020-21,bradlto01,Tony Bradley,https://www.basketball-reference.com/players/b/bradlto01.html,23,PHI,C,20,8,287,1.5,0.245,3.3,0.4
2020-21,bradlto01,Tony Bradley,https://www.basketball-reference.com/players/b/bradlto01.html,23,OKC,C,22,0,397,1.3,0.154,-0.2,0.2
2020-21,toppiob01,Obi Toppin,https://www.basketball-reference.com/players/t/toppiob01.html,22,NYK,PF,62,0,683,1.5,0.109,-0.7,0.2
2020-21,nwabada01,David Nwaba,https://www.basketball-reference.com/players/n/nwabada01.html,28,HOU,SF,30,9,679,1.3,0.094,-0.8,0.2
2020-21,huntede01,De'Andre Hunter,https://www.basketball-reference.com/players/h/huntede01.html,23,ATL,SF,23,19,678,1.7,0.123,1.2,0.5
2020-21,mcgeeja01,JaVale McGee,https://www.basketball-reference.com/players/m/mcgeeja01.html,33,2TM,C,46,2,678,1.0,0.068,-2.5,-0.1
2020-21,mcgeeja01,JaVale McGee,https://www.basketball-reference.com/players/m/mcgeeja01.html,33,CLE,C,33,1,503,0.8,0.074,-1.1,0.1
2020-21,mcgeeja01,JaVale McGee,https://www.basketball-reference.com/players/m/mcgeeja01.html,33,DEN,C,13,1,175,0.2,0.05,-6.6,-0.2
2020-21,aldrila01,LaMarcus Aldridge,https://www.basketball-reference.com/players/a/aldrila01.html,35,2TM,C,26,23,674,1.1,0.08,-0.3,0.3
2020-21,aldrila01,LaMarcus Aldridge,https://www.basketball-reference.com/players/a/aldrila01.html,35,SAS,C,21,18,544,0.8,0.067,-0.9,0.2
2020-21,aldrila01,LaMarcus Aldridge,https://www.basketball-reference.com/players/a/aldrila01.html,35,BRK,C,5,5,130,0.4,0.135,2.2,0.1
2020-21,hillge01,George Hill,https://www.basketball-reference.com/players/h/hillge01.html,34,2TM,PG,30,17,672,1.4,0.1,-1.2,0.1
2020-21,hillge01,George Hill,https://www.basketball-reference.com/players/h/hillge01.html,34,OKC,PG,14,14,369,1.0,0.129,1.0,0.3
2020-21,hillge01,George Hill,https://www.basketball-reference.com/players/h/hillge01.html,34,PHI,PG,16,3,303,0.4,0.065,-3.9,-0.1
2020-21,hayeski01,Killian Hayes,https://www.basketball-reference.com/players/h/hayeski01.html,19,DET,PG,26,18,670,-1.1,-0.081,-7.2,-0.9
2020-21,nesmiaa01,Aaron Nesmith,https://www.basketball-reference.com/players/n/nesmiaa01.html,21,BOS,SF,46,1,669,1.1,0.076,-3.2,-0.2
2020-21,vincega01,Gabe Vincent,https://www.basketball-reference.com/players/v/vincega01.html,24,MIA,PG,50,7,655,0.2,0.011,-5.4,-0.6
2020-21,clarkga01,Gary Clark,https://www.basketball-reference.com/players/c/clarkga01.html,26,3TM,SF,39,11,654,0.1,0.008,-4.9,-0.5
2020-21,clarkga01,Gary Clark,https://www.basketball-reference.com/players/c/clarkga01.html,26,ORL,SF,35,11,637,0.1,0.007,-4.9,-0.5
2020-21,clarkga01,Gary Clark,https://www.basketball-reference.com/players/c/clarkga01.html,26,DEN,SF,2,0,4,0.0,0.037,-6.4,0.0
2020-21,clarkga01,Gary Clark,https://www.basketball-reference.com/players/c/clarkga01.html,26,PHI,PF,2,0,13,0.0,0.044,-5.9,0.0
2020-21,muscami01,Mike Muscala,https://www.basketball-reference.com/players/m/muscami01.html,29,OKC,C,35,0,645,1.3,0.096,-0.1,0.3
2020-21,littlna01,Nassir Little,https://www.basketball-reference.com/players/l/littlna01.html,20,POR,PF,48,2,640,1.1,0.082,-2.7,-0.1
2020-21,laymaja01,Jake Layman,https://www.basketball-reference.com/players/l/laymaja01.html,26,MIN,SF,45,11,627,0.7,0.051,-2.1,0.0
2020-21,loveke01,Kevin Love,https://www.basketball-reference.com/players/l/loveke01.html,32,CLE,PF,25,25,622,0.9,0.073,-0.1,0.3
2020-21,goodwbr01,Brandon Goodwin,https://www.basketball-reference.com/players/g/goodwbr01.html,25,ATL,PG,47,5,620,0.2,0.013,-3.1,-0.2
2020-21,porteot01,Otto Porter Jr.,https://www.basketball-reference.com/players/p/porteot01.html,27,2TM,SF,28,6,606,1.3,0.101,0.0,0.3
2020-21,porteot01,Otto Porter Jr.,https://www.basketball-reference.com/players/p/porteot01.html,27,CHI,SF,25,6,540,1.2,0.108,0.2,0.3
2020-21,porteot01,Otto Porter Jr.,https://www.basketball-reference.com/players/p/porteot01.html,27,ORL,PF,3,0,66,0.1,0.05,-1.7,0.0
2020-21,bradlav01,Avery Bradley,https://www.basketball-reference.com/players/b/bradlav01.html,30,2TM,SG,27,6,602,-0.1,-0.008,-5.4,-0.5
2020-21,bradlav01,Avery Bradley,https://www.basketball-reference.com/players/b/bradlav01.html,30,MIA,SG,10,1,211,0.3,0.072,-2.4,0.0
2020-21,bradlav01,Avery Bradley,https://www.basketball-reference.com/players/b/bradlav01.html,30,HOU,SG,17,5,391,-0.4,-0.052,-6.9,-0.5
2020-21,okongon01,Onyeka Okongwu,https://www.basketball-reference.com/players/o/okongon01.html,20,ATL,C,50,4,601,1.9,0.155,-1.4,0.1
2020-21,bjeline01,Nemanja Bjelica,https://www.basketball-reference.com/players/b/bjeline01.html,32,2TM,PF,37,3,595,0.9,0.071,-2.2,0.0
2020-21,bjeline01,Nemanja Bjelica,https://www.basketball-reference.com/players/b/bjeline01.html,32,SAC,PF,26,1,439,0.5,0.052,-2.6,-0.1
2020-21,bjeline01,Nemanja Bjelica,https://www.basketball-reference.com/players/b/bjeline01.html,32,MIA,PF,11,2,156,0.4,0.122,-1.3,0.0
2020-21,claxtni01,Nic Claxton,https://www.basketball-reference.com/players/c/claxtni01.html,21,BRK,C,32,1,594,1.9,0.153,0.4,0.4
2020-21,pattepa01,Patrick Patterson,https://www.basketball-reference.com/players/p/pattepa01.html,31,LAC,PF,38,5,582,1.2,0.101,-0.6,0.2
2020-21,jacksju01,Justin Jackson,https://www.basketball-reference.com/players/j/jacksju01.html,25,2TM,SF,34,3,577,0.2,0.018,-3.5,-0.2
2020-21,jacksju01,Justin Jackson,https://www.basketball-reference.com/players/j/jacksju01.html,25,OKC,SF,33,3,544,0.2,0.019,-3.2,-0.2
2020-21,jacksju01,Justin Jackson,https://www.basketball-reference.com/players/j/jacksju01.html,25,MIL,SF,1,0,33,0.0,0.006,-8.0,0.0
2020-21,konchjo01,John Konchar,https://www.basketball-reference.com/players/k/konchjo01.html,24,MEM,SG,43,0,575,1.7,0.145,1.2,0.5
2020-21,mellini01,Nicolò Melli,https://www.basketball-reference.com/players/m/mellini01.html,30,2TM,PF,45,4,566,0.6,0.048,-3.5,-0.2
2020-21,mellini01,Nicolò Melli,https://www.basketball-reference.com/players/m/mellini01.html,30,NOP,PF,22,0,241,0.0,0.008,-3.9,-0.1
2020-21,mellini01,Nicolò Melli,https://www.basketball-reference.com/players/m/mellini01.html,30,DAL,PF,23,4,325,0.5,0.078,-3.2,-0.1
2020-21,bitadgo01,Goga Bitadze,https://www.basketball-reference.com/players/b/bitadgo01.html,21,IND,C,45,3,561,1.5,0.129,-1.0,0.1
2020-21,harteis01,Isaiah Hartenstein,https://www.basketball-reference.com/players/h/harteis01.html,22,2TM,C,46,2,559,1.6,0.134,-0.9,0.2
2020-21,harteis01,Isaiah Hartenstein,https://www.basketball-reference.com/players/h/harteis01.html,22,DEN,C,30,0,272,0.7,0.115,-3.7,-0.1
2020-21,harteis01,Isaiah Hartenstein,https://www.basketball-reference.com/players/h/harteis01.html,22,CLE,C,16,2,287,0.9,0.151,1.7,0.3
2020-21,dienggo01,Gorgui Dieng,https://www.basketball-reference.com/players/d/dienggo01.html,31,2TM,C,38,1,552,2.1,0.185,3.4,0.7
2020-21,dienggo01,Gorgui Dieng,https://www.basketball-reference.com/players/d/dienggo01.html,31,MEM,C,22,1,371,1.5,0.19,3.3,0.5
2020-21,dienggo01,Gorgui Dieng,https://www.basketball-reference.com/players/d/dienggo01.html,31,SAS,C,16,0,181,0.7,0.175,3.5,0.2
2020-21,antetth01,Thanasis Antetokounmpo,https://www.basketball-reference.com/players/a/antetth01.html,28,MIL,SF,57,3,551,0.7,0.057,-3.5,-0.2
2020-21,jonesda03,Damian Jones,https://www.basketball-reference.com/players/j/jonesda03.html,25,3TM,C,39,10,547,1.6,0.138,-1.4,0.1
2020-21,jonesda03,Damian Jones,https://www.basketball-reference.com/players/j/jonesda03.html,25,PHO,C,14,0,94,0.1,0.043,-5.9,-0.1
2020-21,jonesda03,Damian Jones,https://www.basketball-reference.com/players/j/jonesda03.html,25,LAL,C,8,6,112,0.5,0.235,-0.2,0.1
2020-21,jonesda03,Damian Jones,https://www.basketball-reference.com/players/j/jonesda03.html,25,SAC,C,17,4,341,0.9,0.132,-0.6,0.1
2020-21,whiteha01,Hassan Whiteside,https://www.basketball-reference.com/players/w/whiteha01.html,31,SAC,C,36,4,546,0.9,0.081,-2.2,0.0
2020-21,iwundwe01,Wes Iwundu,https://www.basketball-reference.com/players/i/iwundwe01.html,26,2TM,SF,41,4,539,0.0,-0.003,-6.3,-0.6
2020-21,iwundwe01,Wes Iwundu,https://www.basketball-reference.com/players/i/iwundwe01.html,26,DAL,SF,23,3,288,0.1,0.015,-4.9,-0.2
2020-21,iwundwe01,Wes Iwundu,https://www.basketball-reference.com/players/i/iwundwe01.html,26,NOP,SF,18,1,251,-0.1,-0.025,-7.9,-0.4
