season,player_id,player_name,player_url,age,team,position,games,games_started,minutes,win_shares,ws_per_48,bpm,vorp
2019-20,mccolcj01,CJ McCollum,https://www.basketball-reference.com/players/m/mccolcj01.html,28,POR,SG,70,70,2556,4.1,0.077,0.5,1.6
2019-20,bookede01,Devin Booker,https://www.basketball-reference.com/players/b/bookede01.html,23,PHO,SG,70,70,2512,7.5,0.143,2.2,2.6
2019-20,hardeja01,James Harden,https://www.basketball-reference.com/players/h/hardeja01.html,30,HOU,SG,68,68,2483,13.1,0.254,9.6,7.3
2019-20,barneha02,Harrison Barnes,https://www.basketball-reference.com/players/b/barneha02.html,27,SAC,PF,72,72,2482,4.6,0.088,-1.3,0.5
2019-20,lillada01,Damian Lillard,https://www.basketball-reference.com/players/l/lillada01.html,29,POR,PG,66,66,2474,11.6,0.225,7.5,5.9
2019-20,harrito02,Tobias Harris,https://www.basketball-reference.com/players/h/harrito02.html,27,PHI,PF,72,72,2469,6.2,0.121,0.8,1.8
2019-20,tuckepj01,P.J. Tucker,https://www.basketball-reference.com/players/t/tuckepj01.html,34,HOU,PF,72,72,2467,4.0,0.078,-1.9,0.1
2019-20,gilgesh01,Shai Gilgeous-Alexander,https://www.basketball-reference.com/players/g/gilgesh01.html,21,OKC,SG,70,70,2428,6.1,0.121,1.7,2.2
2019-20,adebaba01,Bam Adebayo,https://www.basketball-reference.com/players/a/adebaba01.html,22,MIA,PF,72,72,2417,8.5,0.168,3.4,3.3
2019-20,mitchdo01,Donovan Mitchell,https://www.basketball-reference.com/players/m/mitchdo01.html,23,UTA,SG,69,69,2364,5.4,0.11,1.9,2.3
2019-20,jokicni01,Nikola Jokić,https://www.basketball-reference.com/players/j/jokicni01.html,24,DEN,C,73,73,2336,9.8,0.202,7.4,5.5
2019-20,goberru01,Rudy Gobert,https://www.basketball-reference.com/players/g/goberru01.html,27,UTA,C,68,68,2333,10.7,0.221,3.6,3.3
2019-20,derozde01,DeMar DeRozan,https://www.basketball-reference.com/players/d/derozde01.html,30,SAS,SF,68,68,2316,7.3,0.151,1.9,2.3
2019-20,jamesle01,LeBron James,https://www.basketball-reference.com/players/j/jamesle01.html,35,LAL,PG,67,67,2316,9.8,0.204,8.4,6.1
2019-20,tatumja01,Jayson Tatum,https://www.basketball-reference.com/players/t/tatumja01.html,21,BOS,PF,66,66,2265,6.9,0.146,4.0,3.4
2019-20,hieldbu01,Buddy Hield,https://www.basketball-reference.com/players/h/hieldbu01.html,27,SAC,SG,72,44,2216,3.0,0.064,1.1,1.7
2019-20,grahade01,Devonte' Graham,https://www.basketball-reference.com/players/g/grahade01.html,24,CHO,PG,63,53,2211,3.4,0.073,0.5,1.4
2019-20,paulch01,Chris Paul,https://www.basketball-reference.com/players/p/paulch01.html,34,OKC,PG,70,70,2208,8.9,0.193,4.4,3.5
2019-20,warretj01,T.J. Warren,https://www.basketball-reference.com/players/w/warretj01.html,26,IND,SF,67,67,2202,6.5,0.143,1.1,1.7
2019-20,robindu01,Duncan Robinson,https://www.basketball-reference.com/players/r/robindu01.html,25,MIA,SG,73,68,2166,5.3,0.118,0.5,1.3
2019-20,roziete01,Terry Rozier,https://www.basketball-reference.com/players/r/roziete01.html,25,CHO,PG,63,63,2164,3.0,0.066,-0.4,0.8
2019-20,sabondo01,Domantas Sabonis,https://www.basketball-reference.com/players/s/sabondo01.html,23,IND,PF,62,62,2159,7.5,0.168,3.2,2.9
2019-20,sextoco01,Collin Sexton,https://www.basketball-reference.com/players/s/sextoco01.html,21,CLE,PG,65,65,2143,2.5,0.057,-1.8,0.1
2019-20,inglejo01,Joe Ingles,https://www.basketball-reference.com/players/i/inglejo01.html,32,UTA,PF,72,45,2137,4.8,0.108,0.7,1.5
2019-20,covinro01,Robert Covington,https://www.basketball-reference.com/players/c/covinro01.html,29,2TM,C,70,68,2137,3.7,0.083,0.0,1.1
2019-20,covinro01,Robert Covington,https://www.basketball-reference.com/players/c/covinro01.html,29,MIN,PF,48,47,1411,2.3,0.078,0.0,0.7
2019-20,covinro01,Robert Covington,https://www.basketball-reference.com/players/c/covinro01.html,29,HOU,C,22,21,726,1.4,0.094,0.2,0.4
2019-20,davisan02,Anthony Davis,https://www.basketball-reference.com/players/d/davisan02.html,26,LAL,PF,62,62,2131,11.1,0.25,8.0,5.4
2019-20,harrijo01,Joe Harris,https://www.basketball-reference.com/players/h/harrijo01.html,28,BRK,SF,69,69,2123,4.3,0.097,-0.2,1.0
2019-20,finnedo01,Dorian Finney-Smith,https://www.basketball-reference.com/players/f/finnedo01.html,26,DAL,PF,71,68,2120,4.9,0.11,-0.2,0.9
2019-20,youngtr01,Trae Young,https://www.basketball-reference.com/players/y/youngtr01.html,21,ATL,PG,60,60,2120,5.9,0.133,3.9,3.1
2019-20,holidjr01,Jrue Holiday,https://www.basketball-reference.com/players/h/holidjr01.html,29,NOP,SG,61,61,2117,3.9,0.088,1.8,2.0
2019-20,brookdi01,Dillon Brooks,https://www.basketball-reference.com/players/b/brookdi01.html,24,MEM,SG,73,73,2112,1.2,0.027,-4.1,-1.1
2019-20,siakapa01,Pascal Siakam,https://www.basketball-reference.com/players/s/siakapa01.html,25,TOR,PF,60,60,2110,5.4,0.123,1.8,2.0
2019-20,ingrabr01,Brandon Ingram,https://www.basketball-reference.com/players/i/ingrabr01.html,22,NOP,PF,62,62,2104,5.1,0.115,2.1,2.2
2019-20,lowryky01,Kyle Lowry,https://www.basketball-reference.com/players/l/lowryky01.html,33,TOR,PG,58,58,2098,7.5,0.171,3.2,2.8
2019-20,hardati02,Tim Hardaway Jr.,https://www.basketball-reference.com/players/h/hardati02.html,27,DAL,SG,71,58,2091,4.4,0.102,-0.1,1.0
2019-20,lavinza01,Zach LaVine,https://www.basketball-reference.com/players/l/lavinza01.html,24,CHI,SF,60,60,2085,4.0,0.091,2.5,2.4
2019-20,bogdabo02,Bojan Bogdanović,https://www.basketball-reference.com/players/b/bogdabo02.html,30,UTA,SF,63,63,2083,4.2,0.096,0.1,1.1
2019-20,randlju01,Julius Randle,https://www.basketball-reference.com/players/r/randlju01.html,25,NYK,PF,64,64,2080,2.7,0.062,-0.3,0.9
2019-20,fournev01,Evan Fournier,https://www.basketball-reference.com/players/f/fournev01.html,27,ORL,SF,66,66,2076,4.6,0.106,1.0,1.6
2019-20,moranja01,Ja Morant,https://www.basketball-reference.com/players/m/moranja01.html,20,MEM,PG,67,67,2074,3.8,0.088,0.3,1.2
2019-20,anunoog01,OG Anunoby,https://www.basketball-reference.com/players/a/anunoog01.html,22,TOR,SF,69,68,2066,5.7,0.134,1.2,1.7
2019-20,bealbr01,Bradley Beal,https://www.basketball-reference.com/players/b/bealbr01.html,26,WAS,SG,57,57,2053,5.1,0.118,2.9,2.5
2019-20,onealro01,Royce O'Neale,https://www.basketball-reference.com/players/o/onealro01.html,26,UTA,SF,71,62,2049,4.3,0.101,0.9,1.5
2019-20,westbru01,Russell Westbrook,https://www.basketball-reference.com/players/w/westbru01.html,31,HOU,PG,57,57,2049,4.2,0.098,1.5,1.8
2019-20,doncilu01,Luka Dončić,https://www.basketball-reference.com/players/d/doncilu01.html,20,DAL,PG,61,61,2047,8.8,0.207,8.4,5.4
2019-20,bridgmi01,Mikal Bridges,https://www.basketball-reference.com/players/b/bridgmi01.html,23,PHO,SF,73,32,2042,4.8,0.113,0.8,1.5
2019-20,horfoal01,Al Horford,https://www.basketball-reference.com/players/h/horfoal01.html,33,PHI,C,67,61,2025,5.4,0.128,2.2,2.2
2019-20,balllo01,Lonzo Ball,https://www.basketball-reference.com/players/b/balllo01.html,22,NOP,PG,63,54,2025,2.4,0.058,0.6,1.3
2019-20,huntede01,De'Andre Hunter,https://www.basketball-reference.com/players/h/huntede01.html,22,ATL,SF,63,62,2018,0.1,0.002,-4.7,-1.4
2019-20,gordoaa01,Aaron Gordon,https://www.basketball-reference.com/players/g/gordoaa01.html,24,ORL,PF,62,62,2017,3.7,0.087,0.0,1.0
2019-20,simmobe01,Ben Simmons,https://www.basketball-reference.com/players/s/simmobe01.html,23,PHI,PG,57,57,2017,6.9,0.165,3.6,2.8
2019-20,rubiori01,Ricky Rubio,https://www.basketball-reference.com/players/r/rubiori01.html,29,PHO,PG,65,65,2016,4.9,0.117,1.0,1.5
2019-20,bjeline01,Nemanja Bjelica,https://www.basketball-reference.com/players/b/bjeline01.html,31,SAC,PF,72,67,2011,5.3,0.127,1.8,1.9
2019-20,whiteha01,Hassan Whiteside,https://www.basketball-reference.com/players/w/whiteha01.html,30,POR,C,67,61,2008,8.5,0.204,3.2,2.6
2019-20,schrode01,Dennis Schröder,https://www.basketball-reference.com/players/s/schrode01.html,26,OKC,PG,65,2,1999,3.6,0.087,-0.1,1.0
2019-20,vucevni01,Nikola Vučević,https://www.basketball-reference.com/players/v/vucevni01.html,29,ORL,C,62,62,1998,6.4,0.153,4.2,3.1
2019-20,fultzma01,Markelle Fultz,https://www.basketball-reference.com/players/f/fultzma01.html,21,ORL,PG,72,60,1996,2.7,0.065,-1.8,0.1
2019-20,bridgmi02,Miles Bridges,https://www.basketball-reference.com/players/b/bridgmi02.html,21,CHO,SF,65,64,1995,1.6,0.039,-2.5,-0.3
2019-20,dinwisp01,Spencer Dinwiddie,https://www.basketball-reference.com/players/d/dinwisp01.html,26,BRK,PG,64,49,1994,4.8,0.116,1.8,1.9
2019-20,nunnke01,Kendrick Nunn,https://www.basketball-reference.com/players/n/nunnke01.html,24,MIA,PG,67,67,1962,2.0,0.049,-2.3,-0.1
2019-20,butleji01,Jimmy Butler,https://www.basketball-reference.com/players/b/butleji01.html,30,MIA,SF,58,58,1959,9.0,0.221,5.4,3.7
2019-20,morrima03,Marcus Morris,https://www.basketball-reference.com/players/m/morrima03.html,30,2TM,PF,62,62,1936,3.6,0.088,-0.1,0.9
2019-20,morrima03,Marcus Morris,https://www.basketball-reference.com/players/m/morrima03.html,30,NYK,SF,43,43,1387,2.9,0.101,0.7,0.9
2019-20,morrima03,Marcus Morris,https://www.basketball-reference.com/players/m/morrima03.html,30,LAC,PF,19,19,549,0.6,0.055,-2.2,0.0
2019-20,brownja02,Jaylen Brown,https://www.basketball-reference.com/players/b/brownja02.html,23,BOS,SG,57,57,1934,4.9,0.123,0.8,1.4
2019-20,oubreke01,Kelly Oubre Jr.,https://www.basketball-reference.com/players/o/oubreke01.html,24,PHO,SF,56,55,1933,3.8,0.093,-0.5,0.7
2019-20,vanvlfr01,Fred VanVleet,https://www.basketball-reference.com/players/v/vanvlfr01.html,25,TOR,SG,54,54,1928,5.8,0.145,2.7,2.3
2019-20,smartma01,Marcus Smart,https://www.basketball-reference.com/players/s/smartma01.html,25,BOS,SG,60,40,1919,4.5,0.112,1.4,1.6
2019-20,antetgi01,Giannis Antetokounmpo,https://www.basketball-reference.com/players/a/antetgi01.html,25,MIL,PF,63,63,1917,11.1,0.279,11.5,6.6
2019-20,bartowi01,Will Barton,https://www.basketball-reference.com/players/b/bartowi01.html,29,DEN,SF,58,58,1916,4.2,0.106,1.1,1.5
2019-20,houseda01,Danuel House Jr.,https://www.basketball-reference.com/players/h/houseda01.html,26,HOU,SF,63,52,1913,3.6,0.091,-0.7,0.6
2019-20,osmande01,Cedi Osman,https://www.basketball-reference.com/players/o/osmande01.html,24,CLE,SF,65,65,1910,1.6,0.04,-2.6,-0.3
2019-20,murraja01,Jamal Murray,https://www.basketball-reference.com/players/m/murraja01.html,22,DEN,PG,59,59,1904,4.3,0.107,1.2,1.5
2019-20,anthoca01,Carmelo Anthony,https://www.basketball-reference.com/players/a/anthoca01.html,35,POR,PF,58,58,1902,1.3,0.033,-3.6,-0.8
2019-20,grantje01,Jerami Grant,https://www.basketball-reference.com/players/g/grantje01.html,25,DEN,PF,71,24,1892,4.4,0.111,-0.5,0.7
2019-20,klebima01,Maxi Kleber,https://www.basketball-reference.com/players/k/klebima01.html,28,DAL,PF,74,21,1890,4.8,0.123,0.4,1.1
2019-20,rosste01,Terrence Ross,https://www.basketball-reference.com/players/r/rosste01.html,28,ORL,SG,69,0,1889,3.0,0.077,-0.4,0.8
2019-20,drumman01,Andre Drummond,https://www.basketball-reference.com/players/d/drumman01.html,26,2TM,C,57,56,1879,4.2,0.108,0.9,1.4
2019-20,drumman01,Andre Drummond,https://www.basketball-reference.com/players/d/drumman01.html,26,DET,C,49,48,1654,4.0,0.116,1.1,1.3
2019-20,drumman01,Andre Drummond,https://www.basketball-reference.com/players/d/drumman01.html,26,CLE,C,8,8,225,0.3,0.053,-0.4,0.1
2019-20,satorto01,Tomáš Satoranský,https://www.basketball-reference.com/players/s/satorto01.html,28,CHI,SG,65,64,1878,3.5,0.09,-1.2,0.4
2019-20,crowdja01,Jae Crowder,https://www.basketball-reference.com/players/c/crowdja01.html,29,2TM,SF,65,53,1875,3.8,0.098,-0.1,0.9
2019-20,crowdja01,Jae Crowder,https://www.basketball-reference.com/players/c/crowdja01.html,29,MEM,SF,45,45,1322,1.9,0.069,-1.2,0.3
2019-20,crowdja01,Jae Crowder,https://www.basketball-reference.com/players/c/crowdja01.html,29,MIA,PF,20,8,553,1.9,0.169,2.5,0.6
2019-20,willilo02,Lou Williams,https://www.basketball-reference.com/players/w/willilo02.html,33,LAC,PG,65,8,1864,4.1,0.105,0.7,1.3
2019-20,wiggian01,Andrew Wiggins,https://www.basketball-reference.com/players/w/wiggian01.html,24,2TM,SF,54,54,1858,1.9,0.05,-0.3,0.8
2019-20,wiggian01,Andrew Wiggins,https://www.basketball-reference.com/players/w/wiggian01.html,24,MIN,SF,42,42,1455,1.4,0.046,-0.4,0.6
2019-20,wiggian01,Andrew Wiggins,https://www.basketball-reference.com/players/w/wiggian01.html,24,GSW,SF,12,12,403,0.5,0.064,-0.1,0.2
2019-20,princta02,Taurean Prince,https://www.basketball-reference.com/players/p/princta02.html,25,BRK,PF,64,61,1857,0.6,0.014,-2.9,-0.4
2019-20,middlkh01,Khris Middleton,https://www.basketball-reference.com/players/m/middlkh01.html,28,MIL,SF,62,59,1853,7.9,0.205,4.1,2.9
2019-20,allenja01,Jarrett Allen,https://www.basketball-reference.com/players/a/allenja01.html,21,BRK,C,70,64,1852,8.2,0.212,2.3,2.0
2019-20,leonaka01,Kawhi Leonard,https://www.basketball-reference.com/players/l/leonaka01.html,28,LAC,SF,57,57,1848,8.7,0.226,8.9,5.1
2019-20,valanjo01,Jonas Valančiūnas,https://www.basketball-reference.com/players/v/valanjo01.html,27,MEM,C,70,70,1845,7.0,0.182,2.4,2.0
2019-20,gallida01,Danilo Gallinari,https://www.basketball-reference.com/players/g/gallida01.html,31,OKC,PF,62,62,1834,6.3,0.166,3.3,2.4
2019-20,holidju01,Justin Holiday,https://www.basketball-reference.com/players/h/holidju01.html,30,IND,SF,73,6,1826,4.2,0.112,1.3,1.5
2019-20,turnemy01,Myles Turner,https://www.basketball-reference.com/players/t/turnemy01.html,23,IND,C,62,62,1826,4.2,0.111,0.1,1.0
2019-20,garlada01,Darius Garland,https://www.basketball-reference.com/players/g/garlada01.html,20,CLE,SG,59,59,1824,-1.3,-0.034,-5.5,-1.7
2019-20,lopezbr01,Brook Lopez,https://www.basketball-reference.com/players/l/lopezbr01.html,31,MIL,C,68,67,1817,5.5,0.145,2.0,1.9
2019-20,porzikr01,Kristaps Porziņģis,https://www.basketball-reference.com/players/p/porzikr01.html,24,DAL,C,57,57,1814,5.2,0.138,1.9,1.8
2019-20,smithis01,Ish Smith,https://www.basketball-reference.com/players/s/smithis01.html,31,WAS,PG,68,23,1787,1.9,0.051,-1.3,0.3
2019-20,robingl02,Glenn Robinson III,https://www.basketball-reference.com/players/r/robingl02.html,26,2TM,SF,62,52,1786,2.9,0.078,-1.7,0.1
2019-20,robingl02,Glenn Robinson III,https://www.basketball-reference.com/players/r/robingl02.html,26,GSW,SF,48,48,1516,2.1,0.067,-1.7,0.1
2019-20,robingl02,Glenn Robinson III,https://www.basketball-reference.com/players/r/robingl02.html,26,PHI,SF,14,4,270,0.8,0.137,-1.4,0.0
2019-20,browntr01,Troy Brown Jr.,https://www.basketball-reference.com/players/b/browntr01.html,20,WAS,SF,69,22,1782,2.4,0.065,-1.2,0.3
2019-20,harriga01,Gary Harris,https://www.basketball-reference.com/players/h/harriga01.html,25,DEN,SG,56,55,1780,1.9,0.052,-2.5,-0.2
2019-20,loveke01,Kevin Love,https://www.basketball-reference.com/players/l/loveke01.html,31,CLE,PF,56,56,1780,3.8,0.101,2.0,1.8
2019-20,bogdabo01,Bogdan Bogdanović,https://www.basketball-reference.com/players/b/bogdabo01.html,27,SAC,SG,61,28,1766,3.1,0.084,0.6,1.2
2019-20,caldwke01,Kentavious Caldwell-Pope,https://www.basketball-reference.com/players/c/caldwke01.html,26,LAL,SG,69,26,1762,3.7,0.102,-0.8,0.5
2019-20,huertke01,Kevin Huerter,https://www.basketball-reference.com/players/h/huertke01.html,21,ATL,SG,56,48,1760,1.6,0.043,-1.6,0.2
2019-20,josepco01,Cory Joseph,https://www.basketball-reference.com/players/j/josepco01.html,28,SAC,PG,72,26,1759,2.3,0.062,-2.0,0.0
2019-20,washipj01,P.J. Washington,https://www.basketball-reference.com/players/w/washipj01.html,21,CHO,PF,58,57,1759,2.0,0.054,-1.6,0.2
2019-20,hartjo01,Josh Hart,https://www.basketball-reference.com/players/h/hartjo01.html,24,NOP,SF,65,16,1755,3.1,0.085,-0.7,0.6
2019-20,aldrila01,LaMarcus Aldridge,https://www.basketball-reference.com/players/a/aldrila01.html,34,SAS,C,53,53,1754,4.5,0.122,1.4,1.5
2019-20,burksal01,Alec Burks,https://www.basketball-reference.com/players/b/burksal01.html,28,2TM,SF,66,19,1754,3.7,0.101,0.5,1.1
2019-20,burksal01,Alec Burks,https://www.basketball-reference.com/players/b/burksal01.html,28,GSW,SF,48,18,1390,2.5,0.085,0.1,0.7
2019-20,burksal01,Alec Burks,https://www.basketball-reference.com/players/b/burksal01.html,28,PHI,SG,18,1,364,1.2,0.161,2.0,0.4
2019-20,harremo01,Montrezl Harrell,https://www.basketball-reference.com/players/h/harremo01.html,26,LAC,C,63,2,1749,7.0,0.191,2.9,2.2
2019-20,walkeke02,Kemba Walker,https://www.basketball-reference.com/players/w/walkeke02.html,29,BOS,PG,56,56,1742,5.9,0.162,4.6,2.9
2019-20,haywago01,Gordon Hayward,https://www.basketball-reference.com/players/h/haywago01.html,29,BOS,SF,52,52,1740,5.7,0.158,2.7,2.0
2019-20,templga01,Garrett Temple,https://www.basketball-reference.com/players/t/templga01.html,33,BRK,SG,62,35,1730,2.4,0.066,-1.1,0.4
2019-20,thomptr01,Tristan Thompson,https://www.basketball-reference.com/players/t/thomptr01.html,28,CLE,C,57,51,1721,3.1,0.085,-1.5,0.2
2019-20,clarkjo01,Jordan Clarkson,https://www.basketball-reference.com/players/c/clarkjo01.html,27,2TM,SG,71,2,1705,3.4,0.096,1.1,1.3
2019-20,clarkjo01,Jordan Clarkson,https://www.basketball-reference.com/players/c/clarkjo01.html,27,CLE,SG,29,0,666,1.5,0.107,2.7,0.8
2019-20,clarkjo01,Jordan Clarkson,https://www.basketball-reference.com/players/c/clarkjo01.html,27,UTA,SG,42,2,1039,1.9,0.089,0.0,0.5
2019-20,barrerj01,RJ Barrett,https://www.basketball-reference.com/players/b/barrerj01.html,19,NYK,SG,56,55,1704,-0.5,-0.015,-4.3,-1.0
2019-20,gallola01,Langston Galloway,https://www.basketball-reference.com/players/g/gallola01.html,28,DET,SG,66,6,1702,3.1,0.087,-0.8,0.5
2019-20,richajo01,Josh Richardson,https://www.basketball-reference.com/players/r/richajo01.html,26,PHI,SG,55,53,1693,2.1,0.061,-1.8,0.1
2019-20,bazemke01,Kent Bazemore,https://www.basketball-reference.com/players/b/bazemke01.html,30,2TM,SF,68,21,1688,0.6,0.017,-3.0,-0.5
2019-20,bazemke01,Kent Bazemore,https://www.basketball-reference.com/players/b/bazemke01.html,30,POR,SF,43,21,1111,-0.2,-0.008,-3.2,-0.3
2019-20,bazemke01,Kent Bazemore,https://www.basketball-reference.com/players/b/bazemke01.html,30,SAC,SF,25,0,577,0.8,0.065,-2.8,-0.1
2019-20,greenda02,Danny Green,https://www.basketball-reference.com/players/g/greenda02.html,32,LAL,SG,68,68,1687,3.4,0.096,0.5,1.1
2019-20,murrade01,Dejounte Murray,https://www.basketball-reference.com/players/m/murrade01.html,23,SAS,PG,66,58,1687,2.6,0.074,0.4,1.0
2019-20,adamsst01,Steven Adams,https://www.basketball-reference.com/players/a/adamsst01.html,26,OKC,C,63,63,1680,6.5,0.185,2.9,2.1
2019-20,whitede01,Derrick White,https://www.basketball-reference.com/players/w/whitede01.html,25,SAS,SG,68,20,1677,4.2,0.119,1.3,1.4
2019-20,whiteco01,Coby White,https://www.basketball-reference.com/players/w/whiteco01.html,19,CHI,PG,65,1,1674,0.9,0.026,-2.9,-0.4
2019-20,brogdma01,Malcolm Brogdon,https://www.basketball-reference.com/players/b/brogdma01.html,27,IND,PG,54,54,1666,4.0,0.114,1.8,1.6
2019-20,dragigo01,Goran Dragić,https://www.basketball-reference.com/players/d/dragigo01.html,33,MIA,PG,59,3,1663,3.5,0.102,-0.1,0.8
2019-20,pascher01,Eric Paschall,https://www.basketball-reference.com/players/p/pascher01.html,23,GSW,PF,60,26,1654,2.1,0.062,-2.7,-0.3
2019-20,bledser01,Eric Bledsoe,https://www.basketball-reference.com/players/b/bledser01.html,30,MIL,PG,61,61,1646,5.4,0.157,1.8,1.6
2019-20,snellto01,Tony Snell,https://www.basketball-reference.com/players/s/snellto01.html,28,DET,SF,59,57,1641,2.6,0.076,-1.8,0.1
2019-20,morrimo01,Monte Morris,https://www.basketball-reference.com/players/m/morrimo01.html,24,DEN,PG,73,12,1636,3.8,0.112,-0.2,0.7
2019-20,matthwe02,Wesley Matthews,https://www.basketball-reference.com/players/m/matthwe02.html,33,MIL,SG,67,67,1635,3.2,0.093,-1.8,0.1
2019-20,brownbr01,Bruce Brown,https://www.basketball-reference.com/players/b/brownbr01.html,23,DET,PG,58,43,1634,2.1,0.062,-1.2,0.3
2019-20,foxde01,De'Aaron Fox,https://www.basketball-reference.com/players/f/foxde01.html,22,SAC,PG,51,49,1634,4.0,0.118,1.8,1.6
2019-20,saricda01,Dario Šarić,https://www.basketball-reference.com/players/s/saricda01.html,25,PHO,PF,66,51,1632,3.6,0.105,-0.4,0.7
2019-20,jacksja02,Jaren Jackson Jr.,https://www.basketball-reference.com/players/j/jacksja02.html,20,MEM,C,57,57,1622,3.5,0.103,0.4,1.0
2019-20,mclembe01,Ben McLemore,https://www.basketball-reference.com/players/m/mclembe01.html,26,HOU,SF,71,23,1619,3.3,0.099,-0.5,0.6
2019-20,holidaa01,Aaron Holiday,https://www.basketball-reference.com/players/h/holidaa01.html,23,IND,PG,66,33,1617,2.1,0.063,-1.6,0.2
2019-20,riverau01,Austin Rivers,https://www.basketball-reference.com/players/r/riverau01.html,27,HOU,SG,68,4,1594,2.4,0.072,-2.5,-0.2
2019-20,youngth01,Thaddeus Young,https://www.basketball-reference.com/players/y/youngth01.html,31,CHI,PF,64,16,1591,1.9,0.058,-1.2,0.3
2019-20,bertada01,Dāvis Bertāns,https://www.basketball-reference.com/players/b/bertada01.html,27,WAS,PF,54,4,1583,3.5,0.107,0.9,1.1
2019-20,redicjj01,JJ Redick,https://www.basketball-reference.com/players/r/redicjj01.html,35,NOP,SG,60,36,1581,4.1,0.125,0.7,1.1
2019-20,forbebr01,Bryn Forbes,https://www.basketball-reference.com/players/f/forbebr01.html,26,SAS,SG,63,62,1579,1.5,0.047,-2.7,-0.3
2019-20,curryse01,Seth Curry,https://www.basketball-reference.com/players/c/curryse01.html,29,DAL,SG,64,25,1576,4.3,0.13,0.8,1.2
2019-20,wrighde01,Delon Wright,https://www.basketball-reference.com/players/w/wrighde01.html,27,DAL,PG,73,5,1570,4.4,0.134,1.9,1.5
2019-20,theisda01,Daniel Theis,https://www.basketball-reference.com/players/t/theisda01.html,27,BOS,C,65,64,1566,6.5,0.201,2.4,1.7
2019-20,korkmfu01,Furkan Korkmaz,https://www.basketball-reference.com/players/k/korkmfu01.html,22,PHI,SG,72,12,1559,2.8,0.085,-1.3,0.3
2019-20,reddica01,Cam Reddish,https://www.basketball-reference.com/players/r/reddica01.html,20,ATL,SF,58,34,1551,-0.4,-0.011,-4.2,-0.9
2019-20,okogijo01,Josh Okogie,https://www.basketball-reference.com/players/o/okogijo01.html,21,MIN,SG,62,28,1547,2.2,0.068,-2.4,-0.2
2019-20,kuzmaky01,Kyle Kuzma,https://www.basketball-reference.com/players/k/kuzmaky01.html,24,LAL,PF,61,9,1526,2.0,0.063,-2.6,-0.2
2019-20,divindo01,Donte DiVincenzo,https://www.basketball-reference.com/players/d/divindo01.html,23,MIL,SG,66,24,1520,4.3,0.135,1.3,1.3
2019-20,herroty01,Tyler Herro,https://www.basketball-reference.com/players/h/herroty01.html,20,MIA,SG,55,8,1508,1.6,0.05,-1.6,0.1
2019-20,culveja01,Jarrett Culver,https://www.basketball-reference.com/players/c/culveja01.html,20,MIN,SG,63,35,1506,-0.1,-0.004,-4.0,-0.8
2019-20,embiijo01,Joel Embiid,https://www.basketball-reference.com/players/e/embiijo01.html,25,PHI,C,51,51,1506,6.0,0.192,4.7,2.5
2019-20,arizatr01,Trevor Ariza,https://www.basketball-reference.com/players/a/arizatr01.html,34,2TM,SF,53,21,1493,2.5,0.081,-0.5,0.6
2019-20,arizatr01,Trevor Ariza,https://www.basketball-reference.com/players/a/arizatr01.html,34,SAC,SF,32,0,791,1.1,0.066,-0.6,0.3
2019-20,arizatr01,Trevor Ariza,https://www.basketball-reference.com/players/a/arizatr01.html,34,POR,SF,21,21,702,1.4,0.098,-0.4,0.3
2019-20,markkla01,Lauri Markkanen,https://www.basketball-reference.com/players/m/markkla01.html,22,CHI,PF,50,50,1492,2.6,0.084,-0.6,0.5
2019-20,millspa02,Patty Mills,https://www.basketball-reference.com/players/m/millspa02.html,31,SAS,PG,66,1,1485,2.8,0.091,0.0,0.8
2019-20,ibakase01,Serge Ibaka,https://www.basketball-reference.com/players/i/ibakase01.html,30,TOR,C,55,27,1485,3.9,0.126,0.1,0.8
2019-20,powelno01,Norman Powell,https://www.basketball-reference.com/players/p/powelno01.html,26,TOR,SG,52,26,1479,4.6,0.15,2.0,1.5
2019-20,nancela02,Larry Nance Jr.,https://www.basketball-reference.com/players/n/nancela02.html,27,CLE,PF,56,10,1472,3.9,0.128,1.7,1.4
2019-20,teaguje01,Jeff Teague,https://www.basketball-reference.com/players/t/teaguje01.html,31,2TM,PG,59,17,1464,2.5,0.082,-1.5,0.2
2019-20,teaguje01,Jeff Teague,https://www.basketball-reference.com/players/t/teaguje01.html,31,MIN,PG,34,13,945,2.1,0.108,-0.6,0.3
2019-20,teaguje01,Jeff Teague,https://www.basketball-reference.com/players/t/teaguje01.html,31,ATL,PG,25,4,519,0.4,0.035,-3.2,-0.2
2019-20,gayru01,Rudy Gay,https://www.basketball-reference.com/players/g/gayru01.html,33,SAS,PF,67,5,1461,2.1,0.068,-0.8,0.4
2019-20,shamela01,Landry Shamet,https://www.basketball-reference.com/players/s/shamela01.html,22,LAC,SG,53,30,1452,2.6,0.086,-2.1,0.0
2019-20,russeda01,D'Angelo Russell,https://www.basketball-reference.com/players/r/russeda01.html,23,2TM,PG,45,45,1452,1.8,0.06,1.9,1.4
2019-20,russeda01,D'Angelo Russell,https://www.basketball-reference.com/players/r/russeda01.html,23,GSW,PG,33,33,1060,1.3,0.058,2.6,1.2
2019-20,russeda01,D'Angelo Russell,https://www.basketball-reference.com/players/r/russeda01.html,23,MIN,PG,12,12,392,0.5,0.064,0.1,0.2
